Glon,Glat,comments,3_6mag,e_3_6mag,4_5mag,e_4_5mag,size,sources_cluster,tile,color_bin,sources_20_arcmin,sources_tile,significance,overdensity
354.3124,-1.0567,,13.0280625,0.126625,12.27575,0.13334375,0.101659402,32,split_350.0_360.0/4_3.csv,0.6-4.0,76,237906,0.364103449,4.39
350.8111,0.5017,,13.43670833,0.121666667,12.685125,0.116708333,0.02235263,24,split_350.0_360.0/0_5.csv,0.6-4.0,269,319385,1.071890479,4.48
28.625,0.6659,,13.67146667,0.123066667,12.92,0.155133333,0.031418202,15,split_15.0_35.0/13_3.csv,0.6-4.0,137,251472,0.53714331,4.11
350.9738,-0.5691,,14.05822727,0.144272727,13.30681818,0.146454545,0.03673022,22,split_350.0_360.0/0_3.csv,0.6-4.0,85,341627,0.5781601,2.65
356.4216,-0.0469,,13.93365714,0.114057143,13.18268571,0.128714286,0.01516454,35,split_350.0_360.0/6_4.csv,0.6-4.0,1033,420631,2.0077666,8.29
353.1695,0.891,Cl_Pismis_24,12.11829412,0.092352941,11.36811765,0.120294118,0.048552399,34,split_350.0_360.0/3_5.csv,0.6-4.0,219,195539,0.893463035,5.49
23.3754,-0.5221,,13.35357143,0.110571429,12.60360714,0.129464286,0.0207318,28,split_15.0_35.0/8_2.csv,0.6-4.0,422,241943,1.549136038,9.17
1.7713,0.0034,,12.91183784,0.111513514,12.16189189,0.117378378,0.019685475,37,split_0.0_15.0/1_4.csv,0.6-4.0,2350,451607,1.57797657,6.12
35.8276,-0.8651,,13.41641379,0.115241379,12.66658621,0.149310345,0.07245466,29,split_35.0_66.0/0_0.csv,0.6-4.0,146,193745,0.513028494,5.73
351.0385,-0.1409,,13.89152941,0.127529412,13.14182353,0.147,0.036138413,17,split_350.0_360.0/1_4.csv,0.6-4.0,171,361176,0.441616683,3.21
352.0255,0.0705,,13.89315909,0.115204545,13.1435,0.138613636,0.039304091,44,split_350.0_360.0/2_4.csv,0.6-4.0,403,363712,1.047276045,3.97
1.4647,0.0973,,13.20180952,0.11247619,12.453,0.132666667,0.01031177,21,split_0.0_15.0/1_4.csv,0.6-4.0,3020,451607,1.709742934,3.21
358.0988,-0.4161,,14.05869565,0.112478261,13.31,0.113347826,0.014038443,23,split_350.0_360.0/8_4.csv,0.6-4.0,740,468454,1.350518312,8.98
10.1175,0.6946,,13.73025806,0.122129032,12.98164516,0.139741935,0.04190021,31,split_0.0_15.0/10_5.csv,0.6-4.0,233,332883,0.723477035,6.74
359.7471,-0.0992,,11.96569565,0.11073913,11.21808696,0.095304348,0.011331195,23,split_350.0_360.0/9_4.csv,0.6-4.0,3423,484882,1.644595731,4.99
311.8991,0.1122,[MCM2005b]_46,12.91857895,0.112578947,12.17226316,0.131736842,0.023235886,19,split_295.0_335.0/17_3.csv,0.6-4.0,306,165047,1.135574424,1.79
358.3117,-0.7124,,13.91636842,0.095315789,13.17005263,0.111631579,0.031097661,19,split_350.0_360.0/8_3.csv,0.6-4.0,397,438372,0.520630408,4.22
359.8662,0.9766,,12.63304762,0.119190476,11.887,0.123761905,0.063516194,21,split_350.0_360.0/9_5.csv,0.6-4.0,147,464415,0.273720152,4.35
298.7492,-0.2276,,13.79388462,0.114346154,13.04796154,0.148038462,0.069966096,26,split_295.0_335.0/3_2.csv,0.6-4.0,89,127036,0.588230266,2.5
351.8641,-0.1265,,13.53446667,0.1182,12.7889,0.127233333,0.024281857,30,split_350.0_360.0/1_4.csv,0.6-4.0,686,361176,1.159858409,5.24
357.7459,0.5459,,13.79531818,0.139318182,13.04977273,0.146409091,0.054876045,22,split_350.0_360.0/7_5.csv,0.6-4.0,163,452889,0.336100421,2.87
9.9239,1.9312,,13.33385714,0.132214286,12.58964286,0.158357143,0.078328934,14,split_0.0_15.0/9_6.csv,0.6-4.0,44,203205,0.223698817,4.71
334.4614,-0.8576,,13.05142857,0.094285714,12.308,0.122714286,0.034789034,14,split_295.0_335.0/39_2.csv,0.6-4.0,169,286116,0.424462826,4.04
359.1266,-0.3246,,13.15276,0.10748,12.40936,0.096,0.037126669,25,split_350.0_360.0/9_4.csv,0.6-4.0,621,484882,0.545583289,3.27
359.8778,-0.2187,,12.96225,0.142333333,12.21891667,0.147416667,0.01020822,12,split_350.0_360.0/9_4.csv,0.6-4.0,2434,484882,0.952441386,5
2.1205,0.3429,,13.86684615,0.084230769,13.12430769,0.104153846,0.017691071,13,split_0.0_15.0/2_4.csv,0.6-4.0,300,418617,0.640775445,3.78
357.609,-1.0987,,13.52045833,0.127916667,12.77795833,0.139333333,0.067744378,24,split_350.0_360.0/7_3.csv,0.6-4.0,148,478080,0.28907648,-0.12
8.5576,-0.2968,,13.73792857,0.111285714,12.99557143,0.126785714,0.012264788,14,split_0.0_15.0/8_4.csv,0.6-4.0,1007,342338,1.100691228,4.91
352.9504,-0.7224,,13.3098125,0.12803125,12.568,0.1400625,0.082575367,32,split_350.0_360.0/2_3.csv,0.6-4.0,100,189559,0.502171803,-1.01
359.0701,-0.2674,Xr,12.95379167,0.101291667,12.21308333,0.100916667,0.026381221,24,split_350.0_360.0/9_4.csv,0.6-4.0,599,484882,0.737094867,3.21
19.5887,1.0494,,13.75892308,0.133897436,13.01923077,0.162948718,0.106655839,39,split_15.0_35.0/4_4.csv,0.6-4.0,83,211535,0.448553156,8.01
358.0845,0.4909,,13.84960714,0.138535714,13.11010714,0.132928571,0.04980608,28,split_350.0_360.0/8_5.csv,0.6-4.0,102,450560,0.472524595,2.5
353.2404,0.1182,,13.71733333,0.135583333,12.978,0.148083333,0.023277149,12,split_350.0_360.0/3_4.csv,0.6-4.0,525,389718,0.465909213,5.16
356.416,-1.1163,,13.75378947,0.137947368,13.01484211,0.153631579,0.073059659,19,split_350.0_360.0/6_3.csv,0.6-4.0,102,458347,0.216722414,1.59
3.379,-0.234,'u-struc',13.3589,0.11185,12.6202,0.12285,0.01499869,20,split_0.0_15.0/3_4.csv,0.6-4.0,1230,403560,1.184261669,4.99
350.2121,0.313,,14.02884615,0.124461538,13.29015385,0.157461538,0.03487405,13,split_350.0_360.0/0_4.csv,0.6-4.0,223,373558,0.344101855,3.21
352.4756,0.7038,,14.06308696,0.10776087,13.32447826,0.132326087,0.039804061,46,split_350.0_360.0/2_5.csv,0.6-4.0,453,189952,1.496006837,10.46
18.9366,-0.0724,'[MCM2005b]_7',13.27938889,0.118833333,12.54122222,0.138555556,0.019722519,18,split_15.0_35.0/3_3.csv,0.6-4.0,389,293352,0.950693786,4.39
352.424,0.1837,,13.27371429,0.131071429,12.53557143,0.1475,0.035855718,14,split_350.0_360.0/2_4.csv,0.6-4.0,369,363712,0.365271564,2.01
358.9512,1.5391,,13.59683333,0.1225,12.85883333,0.129166667,0.060103055,12,split_350.0_360.0/8_6.csv,0.6-4.0,52,519810,0.156238278,4.04
353.2023,-0.355,,14.03958333,0.14,13.30191667,0.161083333,0.022103435,12,split_350.0_360.0/3_4.csv,0.6-4.0,883,389718,0.490649446,6.05
356.5333,0.8276,,13.0415,0.116333333,12.30458333,0.129833333,0.048234052,12,split_350.0_360.0/6_5.csv,0.6-4.0,148,420949,0.216340495,3.44
355.9578,0.5747,,13.96353846,0.153461538,13.22669231,0.153461538,0.02986771,13,split_350.0_360.0/5_5.csv,0.6-4.0,112,402308,0.387157039,3.33
355.2393,1.1341,,13.60753333,0.123666667,12.87073333,0.1394,0.055611449,15,split_350.0_360.0/5_5.csv,0.6-4.0,118,402308,0.239923495,4
351.7513,0.4256,,14.09994444,0.122111111,13.364,0.152277778,0.038836325,18,split_350.0_360.0/1_4.csv,0.6-4.0,155,361176,0.435110934,2.44
357.9059,-0.1286,,13.49716667,0.118,12.763,0.123333333,0.019257135,18,split_350.0_360.0/7_4.csv,0.6-4.0,447,440333,0.794722081,1.75
356.1692,0.389,,13.86796552,0.143931034,13.13444828,0.149655172,0.044964,29,split_350.0_360.0/6_4.csv,0.6-4.0,280,420631,0.561057645,2.3
352.8893,0.4854,,14.24905,0.122075,13.515625,0.1498,0.054788338,40,split_350.0_360.0/2_5.csv,0.6-4.0,223,189952,0.945093973,1.95
355.2544,1.6987,faint,14.21493333,0.116466667,13.48166667,0.148,0.033356589,15,split_350.0_360.0/5_6.csv,0.6-4.0,189,350623,0.428464149,2.41
358.2259,-0.5544,,13.90671429,0.099714286,13.17407143,0.116642857,0.020930393,14,split_350.0_360.0/8_3.csv,0.6-4.0,237,438372,0.569973039,9
2.0162,-0.1886,,13.67876,0.11576,12.94656,0.12624,0.029846693,25,split_0.0_15.0/2_4.csv,0.6-4.0,416,418617,0.730399434,1.5
358.1468,1.4119,,12.96015,0.13555,12.2289,0.1388,0.062529291,20,split_350.0_360.0/8_5.csv,0.6-4.0,91,450560,0.268840836,5.1
352.8336,0.1065,,13.79115385,0.115307692,13.06076923,0.141769231,0.036680558,26,split_350.0_360.0/2_4.csv,0.6-4.0,466,363712,0.663107068,2.77
355.758,-0.5101,,14.03375862,0.117206897,13.30375862,0.140724138,0.024106477,29,split_350.0_360.0/5_4.csv,0.6-4.0,295,412872,1.056286201,3.49
356.1733,-2.6678,OGLE_BLG,13.1065,0.119625,12.3785625,0.1441875,0.078469067,16,split_350.0_360.0/6_1.csv,0.6-4.0,53,155060,0.292143797,3.66
351.5658,-0.55833,,13.71311111,0.090333333,12.98527778,0.116777778,0.010119942,18,split_350.0_360.0/1_3.csv,0.6-4.0,339,222837,2.125817014,3.48
24.8069,-0.5802,,14.1585,0.137166667,13.43266667,0.163333333,0.02315002,12,split_15.0_35.0/9_2.csv,0.6-4.0,177,305473,0.529137476,11
8.0585,1.0335,,13.66325,0.12915,12.93785,0.1584,0.209417201,20,split_0.0_15.0/8_5.csv,0.6-4.0,100,264380,0.104792067,10.23
352.8978,-0.6061,,13.87263158,0.123947368,13.14873684,0.156526316,0.056143787,19,split_350.0_360.0/2_3.csv,0.6-4.0,107,189559,0.438535502,3.13
10.478,0.1011,'NAME_2MASS-GC01',13.10385714,0.138714286,12.38321429,0.136142857,0.030538022,14,split_0.0_15.0/10_4.csv,0.6-4.0,471,344049,0.440962899,5.42
355.8195,2.0612,**,12.55147368,0.102736842,11.83131579,0.122210526,0.057093674,19,split_350.0_360.0/5_6.csv,0.6-4.0,78,350623,0.317081186,4.81
350.4701,-1.218,,13.87461111,0.130722222,13.15455556,0.155444444,0.072340249,18,split_350.0_360.0/0_3.csv,0.6-4.0,98,341627,0.240182564,-1.92
1.1819,-0.3944,,13.20248148,0.090888889,12.48266667,0.132481481,0.027267883,27,split_0.0_15.0/1_4.csv,0.6-4.0,776,451607,0.831298661,5.37
355.6022,-0.0526,,13.63393333,0.1144,12.91473333,0.1214,0.018576173,15,split_350.0_360.0/5_4.csv,0.6-4.0,584,412872,0.709009992,4.67
356.2436,-1.2518,,13.56194118,0.118941176,12.84294118,0.151058824,0.057719306,17,split_350.0_360.0/6_3.csv,0.6-4.0,118,458347,0.245445846,4.91
358.4148,-0.3053,,13.5855,0.1425,12.8671875,0.15025,0.029211927,16,split_350.0_360.0/8_4.csv,0.6-4.0,763,468454,0.451493348,2.58
351.0534,-1.6813,,13.79507143,0.117,13.08107143,0.153071429,0.067191456,14,split_350.0_360.0/1_2.csv,0.6-4.0,51,84512,0.404370865,2.65
0.9135,-0.3885,,13.4063,0.09855,12.6941,0.1248,0.017673759,20,split_0.0_15.0/0_4.csv,0.6-4.0,1810,487724,0.914195487,5.33
0.0709,0.3743,,13.19066667,0.1232,12.4786,0.127733333,0.030356103,15,split_0.0_15.0/0_4.csv,0.6-4.0,386,487724,0.399193292,6
358.8929,0.3166,,13.62184615,0.150384615,12.90984615,0.144230769,0.028654904,13,split_350.0_360.0/8_4.csv,0.6-4.0,287,468454,0.373969325,2.58
0.8028,0.0082,,12.88210526,0.112105263,12.17678947,0.114894737,0.010052153,19,split_0.0_15.0/0_4.csv,0.6-4.0,6224,487724,1.526977106,-0.76
355.6372,0.6503,,13.60791667,0.1245,12.9065,0.14025,0.023932362,12,split_350.0_360.0/5_5.csv,0.6-4.0,322,402308,0.446006724,3.33
352.0056,0.7994,,14.08861538,0.106846154,13.39038462,0.142538462,0.012491693,13,split_350.0_360.0/2_5.csv,0.6-4.0,495,189952,1.347178648,6.8
0.8612,-0.4477,,12.99994444,0.1195,12.30205556,0.114777778,0.0154532,18,split_0.0_15.0/0_4.csv,0.6-4.0,1196,487724,0.941005322,3.89
330.5393,-0.9061,,13.76826667,0.135066667,13.07233333,0.1648,0.039948606,15,split_295.0_335.0/35_2.csv,0.6-4.0,137,283056,0.398179148,4.75
351.5435,-0.0609,,13.83928571,0.151928571,13.14521429,0.157785714,0.037110039,14,split_350.0_360.0/1_4.csv,0.6-4.0,311,361176,0.35416223,3.93
1.5919,-0.2061,,13.0325,0.0885,12.35925,0.104583333,0.008485379,12,split_0.0_15.0/1_4.csv,0.6-4.0,2905,451607,1.18728425,5.31
9.721,0.5753,,13.70733333,0.125083333,13.05016667,0.156,0.049852319,12,split_0.0_15.0/9_5.csv,0.6-4.0,100,328033,0.237116717,4.85
357.068,-1.0453,,13.86891667,0.145333333,13.21983333,0.163166667,0.04046325,12,split_350.0_360.0/7_3.csv,0.6-4.0,164,478080,0.241988799,3.25
